wall_time,session_t,loop,a0,a1,d0,d1,leg_s,dwell_s,holonomy_rad,berry_norm,loop_area,return_error,snapshots,fps_mean
1781392270864,3682.248,1,2.000,3.500,3,5,20.0,4.0,-0.952863,-0.303306,3.00000,0.000000,93,21.9
1781392543247,3954.631,1,3.500,2.000,3,5,20.0,4.0,1.187345,0.377944,-3.00000,0.000000,93,21.8
1781392815323,4226.708,1,2.000,3.500,3,5,20.0,4.0,-0.770313,-0.245198,3.00000,0.000000,93,21.7
1781393372054,4783.438,1,2.000,3.500,3,5,10.0,4.0,-0.668012,-0.212635,3.00000,0.000000,73,21.6
1781393576549,4987.933,1,3.500,2.000,3,5,10.0,4.0,0.572495,0.182231,-3.00000,0.000000,71,21.4
1781393781167,5192.551,1,2.000,3.500,3,5,10.0,4.0,-0.566158,-0.180214,3.00000,0.000000,72,21.9
1781393985770,5397.154,1,3.500,2.000,3,5,10.0,4.0,0.245376,0.078106,-3.00000,0.000000,71,21.6
1781394193508,5604.892,1,2.000,3.500,3,5,10.0,4.0,-0.786527,-0.250359,3.00000,0.000000,72,21.5
1781394398688,5810.072,1,3.500,2.000,3,5,10.0,4.0,0.701337,0.223242,-3.00000,0.000000,73,21.6
1781394603305,6014.689,1,2.000,3.500,3,5,10.0,4.0,-0.732131,-0.233045,3.00000,0.000000,71,21.6
1781394808233,6219.617,1,3.500,2.000,3,5,10.0,4.0,0.745317,0.237242,-3.00000,0.000000,72,21.0
1781395012844,6424.228,1,2.000,3.500,3,5,10.0,4.0,-0.699352,-0.222611,3.00000,0.000000,72,21.9
1781395217501,6628.885,1,3.500,2.000,3,5,10.0,4.0,0.934673,0.297516,-3.00000,0.000000,72,21.5
1781395422152,6833.536,1,2.000,3.500,3,5,10.0,4.0,-0.909236,-0.289419,3.00000,0.000000,72,21.8
1781395626804,7038.188,1,3.500,2.000,3,5,10.0,4.0,0.882476,0.280901,-3.00000,0.000000,72,21.4
1781395831386,7242.770,1,2.000,3.500,3,5,10.0,4.0,-0.762454,-0.242697,3.00000,0.000000,72,21.8
1781396035992,7447.376,1,3.500,2.000,3,5,10.0,4.0,1.276975,0.406474,-3.00000,0.000000,72,21.4
1781396240586,7651.970,1,2.000,3.500,3,5,10.0,4.0,-0.601623,-0.191503,3.00000,0.000000,72,21.7
1781396445785,7857.169,1,3.500,2.000,3,5,10.0,4.0,0.981721,0.312492,-3.00000,0.000000,72,21.6
1781396811625,8223.009,1,2.000,3.500,3,5,10.0,4.0,-0.849580,-0.270430,3.00000,0.000000,72,21.7
1781397016579,8427.963,1,3.500,2.000,3,5,10.0,4.0,0.748584,0.238282,-3.00000,0.000000,72,21.8
1781397221615,8632.999,1,2.000,3.500,3,5,10.0,4.0,-0.496988,-0.158196,3.00000,0.000000,71,21.7
1781397426682,8838.066,1,3.500,2.000,3,5,10.0,4.0,0.764491,0.243345,-3.00000,0.000000,72,21.4
1781397631557,9042.941,1,2.000,3.500,3,5,10.0,4.0,-0.785412,-0.250005,3.00000,0.000000,72,21.6
1781397836410,9247.794,1,3.500,2.000,3,5,10.0,4.0,0.788566,0.251008,-3.00000,0.000000,71,21.4
1781398041035,9452.419,1,2.000,3.500,3,5,10.0,4.0,-0.630082,-0.200561,3.00000,0.000000,71,21.6
1781398245781,9657.165,1,3.500,2.000,3,5,10.0,4.0,0.704504,0.224251,-3.00000,0.000000,71,21.4
1781398450627,9862.011,1,2.000,3.500,3,5,10.0,4.0,-0.842573,-0.268199,3.00000,0.000000,72,21.7
1781398655489,10066.873,1,3.500,2.000,3,5,10.0,4.0,0.962713,0.306441,-3.00000,0.000000,73,21.6
1781398861178,10272.562,1,2.000,3.500,3,5,10.0,4.0,-0.848600,-0.270118,3.00000,0.000000,71,21.9
1781399065543,10476.927,1,3.500,2.000,3,5,10.0,4.0,0.986632,0.314055,-3.00000,0.000000,71,21.6
1781399270160,10681.544,1,2.000,3.500,3,5,10.0,4.0,-0.927599,-0.295264,3.00000,0.000000,72,21.7
1781399475091,10886.475,1,3.500,2.000,3,5,10.0,4.0,0.655041,0.208506,-3.00000,0.000000,72,21.4
1781399679740,11091.125,1,2.000,3.500,3,5,10.0,4.0,-0.925759,-0.294678,3.00000,0.000000,72,21.6
1781399884630,11296.014,1,3.500,2.000,3,5,10.0,4.0,0.790051,0.251481,-3.00000,0.000000,72,21.4
1781401041801,262.683,1,2.750,3.250,3,5,10.0,2.0,0.078467,0.024977,1.00000,0.000000,39,21.9
1781401173238,394.120,1,3.250,2.750,3,5,10.0,2.0,-0.328503,-0.104566,-1.00000,0.000000,39,22.0
1781401304599,525.481,1,2.750,3.250,3,5,10.0,2.0,-0.044825,-0.014268,1.00000,0.000000,39,22.1
1781401436015,656.897,1,3.250,2.750,3,5,10.0,2.0,-0.382355,-0.121707,-1.00000,0.000000,39,22.0
1781401566950,787.832,1,2.750,3.250,3,5,10.0,2.0,0.067372,0.021445,1.00000,0.000000,39,22.2
1781401698457,919.339,1,3.250,2.750,3,5,10.0,2.0,-0.234237,-0.074560,-1.00000,0.000000,39,22.2
1781401829752,1050.634,1,2.750,3.250,3,5,10.0,2.0,-0.043306,-0.013785,1.00000,0.000000,39,22.3
1781401960936,1181.818,1,3.250,2.750,3,5,10.0,2.0,-0.232808,-0.074105,-1.00000,0.000000,39,21.9
1781402092017,1312.899,1,2.750,3.250,3,5,10.0,2.0,-0.036443,-0.011600,1.00000,0.000000,39,22.2
1781402223266,1444.148,1,3.250,2.750,3,5,10.0,2.0,-0.201124,-0.064020,-1.00000,0.000000,39,21.9
1781402354213,1575.095,1,2.750,3.250,3,5,10.0,2.0,0.045297,0.014419,1.00000,0.000000,39,22.3
1781402485545,1706.427,1,3.250,2.750,3,5,10.0,2.0,-0.033702,-0.010728,-1.00000,0.000000,39,22.2
1781402803322,2024.204,1,2.500,3.500,3,5,10.0,2.0,-0.575716,-0.183256,2.00000,0.000000,63,22.3
1781402978760,2199.642,1,3.500,2.500,3,5,10.0,2.0,0.645083,0.205336,-2.00000,0.000000,62,22.3
1781403157736,2378.618,1,2.500,3.500,3,5,10.0,2.0,-0.521858,-0.166113,2.00000,0.000000,63,22.6
1781403333503,2554.385,1,3.500,2.500,3,5,10.0,2.0,2.742136,0.872849,-2.00000,0.000000,62,22.1
1781403509294,2730.176,1,2.500,3.500,3,5,10.0,2.0,-0.543167,-0.172896,2.00000,0.000000,62,22.2
1781403685668,2906.550,1,3.500,2.500,3,5,10.0,2.0,0.775545,0.246864,-2.00000,0.000000,62,22.1
1781403883556,3104.438,1,2.500,3.500,3,5,10.0,2.0,-0.539545,-0.171743,2.00000,0.000000,64,21.5
1781404059317,3280.199,1,3.500,2.500,3,5,10.0,2.0,1.705592,0.542907,-2.00000,0.000000,63,21.4
1781404235321,3456.203,1,2.500,3.500,3,5,10.0,2.0,-2.438632,-0.776241,2.00000,0.000000,63,21.6
1781404411030,3631.912,1,3.500,2.500,3,5,10.0,2.0,0.949944,0.302377,-2.00000,0.000000,63,20.5
1781404590278,3811.160,1,2.500,3.500,3,5,10.0,2.0,-0.954812,-0.303926,2.00000,0.000000,64,21.9
1781404766719,3987.601,1,3.500,2.500,3,5,10.0,2.0,0.544555,0.173337,-2.00000,0.000000,63,21.3
1781404946228,4167.110,1,2.500,3.500,3,5,10.0,2.0,-0.565818,-0.180105,2.00000,0.000000,64,21.3
1781405122135,4343.017,1,3.500,2.500,3,5,10.0,2.0,0.646428,0.205764,-2.00000,0.000000,63,21.5
1781405301649,4522.531,1,2.500,3.500,3,5,10.0,2.0,-0.561487,-0.178727,2.00000,0.000000,64,21.9
1781405477532,4698.414,1,3.500,2.500,3,5,10.0,2.0,0.762457,0.242697,-2.00000,0.000000,64,21.6
1781405656646,4877.528,1,2.500,3.500,3,5,10.0,2.0,-1.533128,-0.488010,2.00000,0.000000,65,21.5
1781405832273,5053.155,1,3.500,2.500,3,5,10.0,2.0,0.670633,0.213469,-2.00000,0.000000,63,21.4
1781464639023,527.982,1,2.000,3.500,3,5,20.0,4.0,-0.682939,-0.217386,3.00000,0.000000,89,8.3
1781464918973,807.932,1,3.500,2.000,3,5,20.0,4.0,0.918276,0.292296,-3.00000,0.000000,88,8.1
1781472266453,3060.334,1,2.000,3.500,3,5,20.0,4.0,-0.696508,-0.221705,3.00000,0.000000,87,8.1
1781472542233,3336.114,1,3.500,2.000,3,5,20.0,4.0,0.819822,0.260958,-3.00000,0.000000,85,7.9
1781472816873,3610.754,1,2.000,3.500,3,5,20.0,4.0,-0.916807,-0.291829,3.00000,0.000000,86,8.1
1781473091555,3885.436,1,3.500,2.000,3,5,20.0,4.0,0.829426,0.264015,-3.00000,0.000000,86,8.1
1781473366351,4160.232,1,2.000,3.500,3,5,20.0,4.0,-1.343237,-0.427565,3.00000,0.000000,86,8.1
1781473640753,4434.634,1,3.500,2.000,3,5,20.0,4.0,1.248943,0.397551,-3.00000,0.000000,86,8.0
1781473915411,4709.292,1,2.000,3.500,3,5,20.0,4.0,-0.574304,-0.182807,3.00000,0.000000,87,8.2
1781474189563,4983.444,1,3.500,2.000,3,5,20.0,4.0,0.660268,0.210170,-3.00000,0.000000,87,8.2
1781474464458,5258.339,1,2.000,3.500,3,5,20.0,4.0,-0.757289,-0.241053,3.00000,0.000000,86,8.2
1781474740734,5534.615,1,3.500,2.000,3,5,20.0,4.0,0.718309,0.228645,-3.00000,0.000000,87,8.2
1781475901170,459.152,1,2.000,3.500,3,5,20.0,4.0,-0.753982,-0.240000,3.00000,0.000000,85,8.2
1781476174888,732.870,1,3.500,2.000,3,5,20.0,4.0,0.793453,0.252564,-3.00000,0.000000,87,8.2
1781483422590,501.638,1,2.000,3.500,3,5,20.0,4.0,-1.164554,-0.370689,3.00000,0.000000,87,8.1
1781484024554,1103.602,1,2.000,3.500,3,5,20.0,4.0,-0.497883,-0.158481,3.00000,0.000000,87,8.0
1781484297949,1376.997,1,3.500,2.000,3,5,20.0,4.0,1.518996,0.483512,-3.00000,0.000000,86,8.1
1781484571038,1650.086,1,2.000,3.500,3,5,20.0,4.0,-0.573079,-0.182417,3.00000,0.000000,85,8.0
1781484843008,1922.056,1,3.500,2.000,3,5,20.0,4.0,0.737526,0.234762,-3.00000,0.000000,86,8.0
1781485115878,2194.926,1,2.000,3.500,3,5,20.0,4.0,-0.487276,-0.155105,3.00000,0.000000,86,7.9
1781485388101,2467.149,1,3.500,2.000,3,5,20.0,4.0,1.987581,0.632667,-3.00000,0.000000,86,8.0
1781485660441,2739.489,1,2.000,3.500,3,5,20.0,4.0,-1.948634,-0.620269,3.00000,0.000000,85,7.9
1781485934808,3013.856,1,3.500,2.000,3,5,20.0,4.0,0.564905,0.179815,-3.00000,0.000000,85,8.0
1781486209292,3288.340,1,2.000,3.500,3,5,20.0,4.0,-0.785332,-0.249979,3.00000,0.000000,85,7.9
1781486481859,3560.907,1,3.500,2.000,3,5,20.0,4.0,0.731922,0.232978,-3.00000,0.000000,86,8.0
1781486755270,3834.318,1,2.000,3.500,3,5,20.0,4.0,-1.627664,-0.518102,3.00000,0.000000,85,7.9
1781487028046,4107.094,1,3.500,2.000,3,5,20.0,4.0,1.353446,0.430815,-3.00000,0.000000,85,8.0
1781489896664,329.695,1,2.500,3.500,3,5,8.0,2.0,-0.761349,-0.242345,2.00000,0.000000,57,8.3
1781490060507,493.538,1,3.500,2.500,3,5,8.0,2.0,0.649609,0.206777,-2.00000,0.000000,57,8.1
1781490226193,659.224,1,2.500,3.500,3,5,8.0,2.0,-0.785340,-0.249982,2.00000,0.000000,57,8.2
1781490390602,823.633,1,3.500,2.500,3,5,8.0,2.0,0.834161,0.265522,-2.00000,0.000000,58,8.2
1781490554823,987.854,1,2.500,3.500,3,5,8.0,2.0,-0.541222,-0.172276,2.00000,0.000000,58,8.3
1781490718747,1151.778,1,3.500,2.500,3,5,8.0,2.0,0.721196,0.229564,-2.00000,0.000000,57,8.2
1781490883883,1316.914,1,2.500,3.500,3,5,8.0,2.0,-0.570786,-0.181687,2.00000,0.000000,57,8.2
1781491047581,1480.612,1,3.500,2.500,3,5,8.0,2.0,0.768769,0.244707,-2.00000,0.000000,57,8.2
1781491211916,1644.947,1,2.500,3.500,3,5,8.0,2.0,-0.496247,-0.157960,2.00000,0.000000,57,8.1
1781491377577,1810.608,1,3.500,2.500,3,5,8.0,2.0,0.661483,0.210556,-2.00000,0.000000,57,8.3
1781491541518,1974.549,1,2.500,3.500,3,5,8.0,2.0,-0.943935,-0.300464,2.00000,0.000000,57,8.2
1781491706183,2139.214,1,3.500,2.500,3,5,8.0,2.0,0.781850,0.248870,-2.00000,0.000000,57,8.2
1781491870053,2303.084,1,2.500,3.500,3,5,8.0,2.0,-1.199762,-0.381896,2.00000,0.000000,57,8.2
1781492034796,2467.827,1,3.500,2.500,3,5,8.0,2.0,1.208170,0.384573,-2.00000,0.000000,57,8.3
1781492198942,2631.973,1,2.500,3.500,3,5,8.0,2.0,-0.596519,-0.189878,2.00000,0.000000,58,8.2
1781492363078,2796.109,1,3.500,2.500,3,5,8.0,2.0,0.768304,0.244559,-2.00000,0.000000,57,8.2
1781492533514,2966.545,1,2.000,3.500,3,5,8.0,2.0,-0.615877,-0.196040,3.00000,0.000000,66,8.3
1781492713071,3146.102,1,3.500,2.000,3,5,8.0,2.0,0.647632,0.206148,-3.00000,0.000000,65,8.2
1781492891158,3324.189,1,2.000,3.500,3,5,8.0,2.0,-1.067676,-0.339852,3.00000,0.000000,65,8.3
1781493069510,3502.541,1,3.500,2.000,3,5,8.0,2.0,0.877462,0.279305,-3.00000,0.000000,65,8.2
1781493249018,3682.049,1,2.000,3.500,3,5,8.0,2.0,-0.568578,-0.180984,3.00000,0.000000,65,8.2
1781493427661,3860.692,1,3.500,2.000,3,5,8.0,2.0,0.623695,0.198528,-3.00000,0.000000,65,8.3
1781493607826,4040.857,1,2.000,3.500,3,5,8.0,2.0,-0.613855,-0.195396,3.00000,0.000000,65,8.2
1781493787273,4220.304,1,3.500,2.000,3,5,8.0,2.0,0.478445,0.152294,-3.00000,0.000000,65,8.2
1781493971208,4404.239,1,2.000,3.500,3,5,8.0,2.0,-0.799332,-0.254435,3.00000,0.000000,66,8.1
1781494155059,4588.090,1,3.500,2.000,3,5,8.0,2.0,0.507748,0.161621,-3.00000,0.000000,66,8.2
1781494334819,4767.850,1,2.000,3.500,3,5,8.0,2.0,-0.522552,-0.166334,3.00000,0.000000,64,8.2
1781494512930,4945.961,1,3.500,2.000,3,5,8.0,2.0,0.736374,0.234395,-3.00000,0.000000,65,8.2
1781494695902,5128.933,1,2.000,3.500,3,5,8.0,2.0,-0.706613,-0.224922,3.00000,0.000000,65,8.0
1781494878023,5311.054,1,3.500,2.000,3,5,8.0,2.0,0.647003,0.205947,-3.00000,0.000000,66,8.3
1781495061008,5494.039,1,2.000,3.500,3,5,8.0,2.0,-1.019200,-0.324421,3.00000,0.000000,66,8.2
1781495241295,5674.326,1,3.500,2.000,3,5,8.0,2.0,0.542987,0.172838,-3.00000,0.000000,65,8.2
1781495415292,5848.323,1,2.000,4.000,3,5,8.0,2.0,-0.568643,-0.181005,4.00000,0.000000,68,8.2
1781495601556,6034.587,1,4.000,2.000,3,5,8.0,2.0,0.752082,0.239395,-4.00000,0.000000,69,8.2
1781495789667,6222.698,1,2.000,4.000,3,5,8.0,2.0,-1.189408,-0.378600,4.00000,0.000000,69,8.2
1781495976126,6409.157,1,4.000,2.000,3,5,8.0,2.0,0.783236,0.249312,-4.00000,0.000000,69,8.2
1781496162670,6595.701,1,2.000,4.000,3,5,8.0,2.0,-1.100892,-0.350425,4.00000,0.000000,69,8.2
1781496350500,6783.531,1,4.000,2.000,3,5,8.0,2.0,0.504410,0.160559,-4.00000,0.000000,69,8.0
1781496536764,6969.795,1,2.000,4.000,3,5,8.0,2.0,-0.711918,-0.226610,4.00000,0.000000,68,8.2
1781496723480,7156.511,1,4.000,2.000,3,5,8.0,2.0,1.043931,0.332294,-4.00000,0.000000,69,8.2
1781496911242,7344.273,1,2.000,4.000,3,5,8.0,2.0,-0.601258,-0.191387,4.00000,0.000000,69,8.2
1781497096155,7529.186,1,4.000,2.000,3,5,8.0,2.0,1.178058,0.374987,-4.00000,0.000000,68,8.2
1781497282708,7715.739,1,2.000,4.000,3,5,8.0,2.0,-0.658987,-0.209762,4.00000,0.000000,69,8.2
1781497469742,7902.773,1,4.000,2.000,3,5,8.0,2.0,0.598010,0.190352,-4.00000,0.000000,69,8.2
1781497653249,8086.280,1,2.000,4.000,3,5,8.0,2.0,-0.915287,-0.291345,4.00000,0.000000,69,8.1
1781497833234,8266.265,1,4.000,2.000,3,5,8.0,2.0,1.188526,0.378319,-4.00000,0.000000,69,8.2
1781498013255,8446.286,1,2.000,4.000,3,5,8.0,2.0,-1.240560,-0.394882,4.00000,0.000000,69,8.2
1781498192922,8625.953,1,4.000,2.000,3,5,8.0,2.0,0.574917,0.183002,-4.00000,0.000000,69,8.2
1781522957374,373.059,1,2.750,3.500,3,5,6.0,0.5,-0.003643,-0.001160,1.50000,0.000000,47,7.9
1781523069917,485.602,1,3.500,2.750,3,5,6.0,0.5,-0.049586,-0.015784,-1.50000,0.000000,47,7.9
1781523185759,601.444,1,2.750,3.500,3,5,6.0,0.5,0.133040,0.042348,1.50000,0.000000,47,7.9
1781523302114,717.799,1,3.500,2.750,3,5,6.0,0.5,-0.036919,-0.011752,-1.50000,0.000000,47,7.9
1781523418405,834.090,1,2.750,3.500,3,5,6.0,0.5,0.030590,0.009737,1.50000,0.000000,47,8.0
1781523534551,950.236,1,3.500,2.750,3,5,6.0,0.5,-0.148775,-0.047357,-1.50000,0.000000,47,7.9
1781523650733,1066.418,1,2.750,3.500,3,5,6.0,0.5,0.021322,0.006787,1.50000,0.000000,47,7.9
1781523766553,1182.238,1,3.500,2.750,3,5,6.0,0.5,-0.183883,-0.058532,-1.50000,0.000000,47,7.9
1781523882632,1298.317,1,2.750,3.500,3,5,6.0,0.5,0.102719,0.032697,1.50000,0.000000,47,7.9
